views,likes,dislikes,comment,published,duration,category,predicted_adview
1121260,1420,120,50,1524,253,4,1703.9666
49630,93,3,13,1298,265,5,1021.6015
1081003,3959,454,400,1226,2714,4,2271.2266
98644,2162,35,158,1562,0,2,2700.8728
49118,360,8,82,1849,510,5,2611.9277
1545731,1488,508,302,1884,604,4,2509.0046
15629,81,11,7,1238,2254,7,1925.5034
326482,369,57,241,1805,444,5,1611.7692
2338,5,3,0,958,123,4,2079.6187
8938,20,1,1,1068,1100,5,2377.462
43991,1354,17,71,1370,79,6,803.88525
309686,2532,116,166,1917,267,7,1753.148
402,2,0,0,1832,31,4,2093.5967
79064,474,20,17,1831,151,4,617.9789
960795,5292,214,2416,1408,423,4,2660.6804
5574,7,3,1,915,182,4,2046.4498
12106,115,0,18,1862,674,4,2293.8113
365034,485,102,61,1548,0,4,1427.5809
4221,19,1,0,2101,2622,7,1761.55
504211,1203,111,55,971,93,4,406.49194
487380,328,130,13,1422,189,4,1935.7606
9580,26,0,22,12,341,4,1424.6783
1043671,945,346,193,1832,0,4,1484.3505
904747,1540,113,87,1390,216,4,2539.963
1047155,7547,409,550,1609,438,7,1958.0023
567505,2468,318,370,1262,798,4,1574.1143
14000,246,23,67,1458,602,4,1099.7982
492383,570,161,177,2017,3011,7,664.69965
94367,162,8,8,1088,0,4,106.26615
111530,286,18,17,492,168,7,2607.6018
16016,180,3,122,1065,493,4,1618.3075
730559,3283,535,242,1820,139,4,1067.6826
42843,110,10,12,1227,353,7,2703.1672
5358,215,17,119,1046,218,2,1970.2281
249136,451,23,24,1061,779,2,2274.7563
21342,25,1,3,267,640,5,1339.638
49998,114,9,3,814,1835,4,522.78296
617,2,0,0,1785,61,5,989.60333
145351,2396,121,238,1050,338,4,1448.7589
114142,69,24,9,1210,1127,4,2433.9822
201174,2328,74,1398,1871,152,6,2341.6343
317942,3327,101,411,1839,645,2,1825.0941
1429124,4881,966,5312,1444,280,6,2617.8738
1682,16,1,2,719,205,3,1019.63434
9914,39,0,10,60,502,4,764.22205
1610289,6069,213,324,285,256,4,2265.3494
297368,778,65,115,1161,568,3,1250.3622
546764,6013,293,1478,1955,272,2,2244.8733
474023,9675,170,5515,1828,455,4,1236.635
728623,1294,279,131,1252,324,4,1826.7606
266890,368,115,28,1860,62,4,21.498491
419861,180,75,6,406,314,4,2387.2498
61105,368,13,157,845,1081,4,1322.9236
747563,4074,110,436,1564,167,4,2533.4531
47471,111,7,5,515,391,7,1194.2281
53124,814,55,139,2098,519,1,2599.8333
9945,38,3,2,729,258,2,1885.4688
4649516,28605,423,1528,1043,247,4,2341.3018
2036913,4907,827,230,703,2415,7,2005.5167
216335,2584,76,665,1738,361,6,1173.9934
160076,716,35,89,741,254,3,1327.4336
121736,608,39,32,1800,91,4,1409.4266
3499483,955,874,33,1278,1187,5,837.16
19405,323,4,62,1971,350,6,1754.975
2542177,3367,415,107,1158,177,4,705.3104
12147,116,1,11,1777,282,4,1999.1548
176223,335,76,102,1632,515,4,2222.2676
253349,1020,35,158,1151,796,2,1880.832
196502,717,56,65,687,419,6,2555.8271
1887,20,0,2,825,164,2,1148.6365
388098,423,121,31,446,569,4,2624.5005
220405,221,43,11,895,0,4,1663.9861
26074,542,30,98,1544,1983,5,1944.5419
850056,1721,299,131,924,0,7,791.9402
260,0,0,0,1958,614,4,2311.3335
602419,1072,250,56,1127,349,7,2674.5938
88144,164,90,14,1670,0,5,2614.0405
77338,518,19,119,881,452,1,665.8104
435599,720,283,475,1865,378,8,2482.7224
475,1,0,0,1469,723,4,2712.5627
4012143,9118,1268,382,1166,106,3,283.2942
7735,11,1,3,53,338,6,2590.7434
81876,506,6,34,1568,92,4,2589.5618
1751432,1890,676,8,1831,0,4,2388.6267
283757,2020,396,993,1846,232,6,2796.9421
163699,246,30,15,472,788,4,1571.2428
926808,744,426,77,1884,488,7,2188.4421
20430,391,10,96,1845,237,8,28.027136
54857,92,26,11,1351,2195,4,2150.275
2176,6,5,4,1991,228,4,1229.4603
111480,279,72,53,1884,194,5,480.0723
2590938,7066,740,840,1857,470,5,2126.3833
10265152,24492,1813,1355,1882,341,7,1889.0408
3053,19,0,1,1063,617,7,1201.3547
30702,113,7,0,1432,83,4,2005.09
149273,182,34,4,1042,2324,4,2261.5898
3081008,37477,1396,3846,1476,433,4,2313.254
56930,411,5,18,359,247,7,2344.0757
44553,121,4,8,170,899,7,2178.369
242031,374,53,14,1429,231,5,21.498491
2735,40,5,3,1238,215,4,672.9804
1091316,3469,384,90,520,410,6,2549.9387
1470480,4077,967,592,1255,90,3,2577.8289
687376,2181,330,244,1589,424,7,2332.6807
179,2,0,0,1464,202,7,2132.3777
376920,216,88,48,1776,284,4,797.3609
700792,6690,289,1567,1974,590,2,1698.3671
38225,151,4,29,296,2054,4,1157.3828
185043,321,25,38,67,341,4,1301.824
90147,1852,22,186,1740,241,7,2503.2156
814,0,0,0,1796,31,4,1812.4833
63859,150,20,222,1791,311,4,2600.017
2551860,18020,738,3660,1472,196,2,2288.2297
320335,824,57,28,394,557,4,965.1767
239965,557,17,129,883,282,7,1577.3279
260096,758,142,60,1546,1397,4,2208.4692
6596,24,1,8,429,238,7,943.6653
207,1,0,0,1708,21,4,2213.9695
63297,36,14,3,1033,81,4,1935.7727
1131273,1676,95,47,1864,97,4,1170.4824
625302,772,168,71,1449,0,4,2527.2742
76761,293,26,111,1394,1370,3,1918.7843
23974,204,4,255,812,114,4,2222.7683
1570241,11995,974,1471,1842,460,2,2669.4941
23009,24,3,2,510,280,1,918.1527
10036,6,5,0,1383,0,4,1521.9811
77016,87,20,8,1088,0,4,2036.3394
9055,8,17,4,301,174,6,2292.1929
1511094,14656,1704,765,1902,337,4,2085.3672
424639,603,95,197,1633,620,4,2289.9114
719274,1335,135,29,1944,613,4,21.498491
45209,122,7,7,1854,218,7,2293.013
14697,9,3,0,755,879,5,2420.1877
272203,227,60,13,578,0,5,919.64215
573149,4754,196,2252,1530,421,4,2307.7754
230374,365,47,475,1902,484,4,2316.3977
47886,232,18,9,1762,332,1,2522.2207
162,0,0,0,1492,31,4,2209.0671
275184,503,36,1,426,2152,4,1096.5496
1356,12,1,1,1686,238,4,559.1588
1445067,12478,404,3357,1554,368,8,31.6379
2268503,5635,258,150,1702,329,2,1822.9907
185502,371,36,14,601,638,4,2168.634
480690,1048,222,106,1909,479,4,2624.9248
45614,141,25,17,1887,279,2,2114.9573
1274096,7062,637,279,1749,104,4,2115.4167
978746,1102,281,102,726,0,4,2069.821
373088,1067,49,26,1171,88,8,2019.1903
1573348,2143,257,175,481,278,7,669.39026
472850,461,47,53,216,325,8,2100.6028
169951,144,38,4,1074,1563,4,1196.0465
6058,10,3,0,1450,3103,8,2836.6465
7086942,44067,1074,4007,871,194,4,526.2644
405812,1178,267,805,1363,209,6,598.33484
1377480,1472,302,93,1793,0,4,2218.6196
222025,1603,152,428,1873,511,2,1450.7816
180550,314,52,29,1275,0,4,2676.255
290874,1006,400,2054,1742,449,2,1959.3788
52751,104,13,29,1272,104,4,987.5852
154844,156,14,17,142,425,4,1852.7633
986503,1359,158,47,1781,579,4,1391.9655
138910,488,38,159,1597,1404,4,1726.8496
976863,8282,611,965,1848,90,7,1745.4691
126053,169,12,30,96,539,4,2074.3
462624,274,35,16,88,451,4,2906.2485
346782,5943,155,4067,1920,509,2,1815.9128
1748308,1693,70,279,592,268,7,1221.2515
214037,934,45,313,1880,324,8,2567.0308
148,0,0,0,1143,31,4,2462.3
106249,109,15,11,319,252,4,1556.1967
1874033,1829,549,124,790,114,8,2308.9172
67858,35,6,14,590,82,4,1871.1207
862023,2248,111,249,1879,1117,4,2542.6235
2985858,5399,370,2246,1630,963,5,2096.4673
181,0,0,0,968,147,4,1738.5226
22483,17,5,15,1403,182,4,2288.2656
1118349,7017,66,292,468,273,7,2137.991
738364,10854,774,15979,1891,195,6,2635.901
856354,4132,437,675,1115,210,4,2446.795
188957,56,10,6,396,68,4,2007.1073
88795,291,14,6,1706,24,5,1309.8383
93053,1554,54,127,1887,272,4,1538.408
194044,2034,40,310,893,236,4,2434.5386
134792,554,65,157,2052,624,4,1906.4384
216886,1940,54,170,1274,287,4,959.70764
159301,535,86,35,1834,119,4,2388.5972
413360,3177,522,3641,1744,607,4,2262.2563
1640210,986,166,153,1104,340,5,1750.0786
4242409,48884,2004,9130,1587,537,4,1017.4636
102317,1442,36,567,1565,147,2,2348.9438
1270798,63894,1033,2754,1790,277,4,1473.0549
36793,62,19,3,1628,0,4,2025.4224
427372,1493,35,337,1054,122,7,452.02115
79555,38,6,0,496,74,4,1287.9722
50357,327,27,358,784,131,4,1996.9746
59319,41,7,0,1915,325,4,1295.8438
1570411,19482,959,2515,1790,943,4,1200.0327
61666,199,16,6,484,615,6,1318.6641
104915,605,24,19,1634,0,3,583.2325
90209,367,5,29,1453,251,7,2044.4877
1757675,7282,175,240,873,254,7,2646.6545
365725,642,55,37,576,502,4,2631.401
9998,17,4,7,1554,31,4,2604.9287
57896,74,8,2,801,218,4,1973.3058
1199665,6916,470,633,1146,245,7,1603.2328
801955,1528,139,83,843,1449,4,2786.4282
303617,128,58,3,912,630,5,599.9747
42443,298,6,35,1367,233,4,1871.4288
54548,200,18,22,729,496,6,2234.0557
78136,32,7,2,404,100,4,1399.535
890289,2617,149,96,955,583,4,1796.8628
50428,201,5,59,880,1324,4,1059.9432
54183,388,41,618,1828,536,2,2189.413
1370260,1425,337,97,1815,0,4,2983.817
95768,75,29,10,1882,141,5,21.498491
14692,192,5,2,1232,256,4,1753.7711
313558,2337,121,720,1719,93,6,300.32816
710502,20210,438,643,1807,687,2,2638.0664
17753,155,7,129,853,127,4,2758.9192
7581732,29536,1537,2243,1794,261,7,528.97107
10798,51,5,1,204,798,7,1787.3508
1106056,863,333,127,1115,125,4,21.498491
172630,371,48,11,1358,106,6,1939.2555
593470,3633,809,1266,893,311,2,2688.9976
1391216,7603,663,173,1370,602,5,2486.824
13177,44,3,25,861,756,4,2532.2954
971786,1150,267,81,1338,0,4,1745.0228
7465922,31730,2243,4342,1955,269,7,1592.9059
1987294,1943,481,133,684,2412,4,2196.2637
1466,15,3,7,1358,500,4,2369.8284
152932,803,45,27,1729,2530,3,1327.3369
651356,714,122,48,1716,191,8,1636.4467
197700,2771,156,110,2067,136,4,2536.0
82500,3252,43,335,1889,2283,1,2308.3052
1033040,2490,127,136,1116,250,4,1444.1232
7376,75,7,8,1052,130,4,2142.3713
1217909,2604,539,274,628,2563,7,1149.2318
1091472,4823,198,276,1746,972,7,2633.892
739523,835,298,165,1866,0,4,1086.7139
1014192,3647,463,447,1721,96,4,2257.4397
1018,1,0,0,1664,16,5,1955.6306
84831,41,3,4,985,106,4,2000.9525
1601516,8797,669,576,946,159,2,1104.8877
8658,52,2,2,1473,118,4,1746.1527
954815,945,365,18,1527,0,4,1330.5499
291528,1002,41,38,948,551,4,675.18036
68889,308,27,87,1054,232,3,1821.6432
162433,4180,99,656,1704,160,6,2894.1729
274681,419,152,202,1749,300,4,2518.9377
807108,2871,278,567,454,135,7,1705.1237
20435,52,4,15,1496,205,4,566.3497
155895,281,75,109,186,155,7,1309.4235
42331,239,10,14,1979,167,4,2250.1138
153243,719,71,12,519,512,6,1186.4651
724622,4778,571,787,1908,104,2,1242.7274
42744,166,7,18,1497,75,4,1184.6843
19532,44,3,15,1261,392,7,2935.2664
737867,3803,307,777,1422,326,4,2094.5
573834,1940,238,179,1197,1318,7,2405.273
1049,20,0,3,903,15,4,1883.0067
678145,1934,402,132,819,427,4,2167.627
82645,231,23,9,232,516,4,2116.7314
50078,213,22,11,1583,440,1,1965.0542
206239,290,100,11,2096,0,4,1247.9541
955128,7603,503,1124,1567,221,8,21.498491
51673,406,2,8,1588,807,4,2255.937
765633,1254,79,70,235,655,4,1211.8848
839080,1673,177,72,715,330,4,2564.9155
216219,46,49,0,1470,56,4,1728.3347
221247,130,47,16,918,676,4,973.05975
115745,143,14,36,421,299,7,1976.145
94862,59,3,5,384,96,4,1630.8008
1385406,14019,395,59124,1818,510,4,1413.486
424936,957,129,403,1598,386,4,21.498491
363597,5741,162,244,1591,267,7,2141.6768
1432,6,0,0,1420,419,4,1065.5571
95655,104,35,5,1853,641,5,1939.4204
205579,113,38,17,1543,288,4,1845.4069
832522,1223,106,92,1291,200,4,2303.0989
64678,35,6,8,521,172,4,403.27014
112791,2171,48,2350,1327,600,3,1670.5901
630138,2529,405,172,380,1548,3,2151.1187
232798,5540,75,4570,1884,581,4,2732.793
6412,102,6,99,1047,785,4,2127.9753
178305,75,26,6,1817,71,4,1740.0474
57731,120,22,1,869,0,4,2655.608
71852,1420,25,351,895,827,3,21.498491
3341805,26333,1557,1179,1176,237,4,1960.2231
77326,450,39,199,1738,1059,4,1955.6383
10720,226,50,74,850,266,3,1779.3376
5640890,14517,1422,1302,335,3465,3,2234.84
77155,1810,20,192,2019,783,4,1127.2623
7268,123,0,11,1219,1366,7,2212.512
288822,334,62,39,1088,0,4,2580.1091
68001,94,26,11,1280,312,4,1372.9579
201564,6582,158,821,2078,998,8,1296.8796
191891,1205,59,83,1894,2657,4,2040.0845
65459,262,16,77,1582,841,4,2333.8335
79646,223,23,17,1298,210,7,2442.6128
5616,121,2,2,1984,286,7,2785.3132
967550,7147,926,4905,1743,619,4,1282.5201
479126,2020,89,138,1086,236,4,2146.624
32527,128,2,5,1811,187,7,2573.0598
414255,368,130,65,607,1971,4,944.04364
554002,1600,156,636,1703,661,4,1400.2188
1086951,20985,412,3118,1821,760,2,2242.0
1887,18,2,2,1044,130,4,1390.812
821635,2648,194,589,1421,275,7,1217.7789
226364,998,9,158,154,147,7,1032.3102
31047,35,12,1,1381,0,4,1237.1062
1391831,14462,593,3845,1923,301,4,2806.3093
17160,122,7,77,1055,457,2,1913.3715
4354,2,0,0,720,331,4,1812.9247
1301213,1073,484,43,1729,604,4,1055.5947
7874,21,1,1,1681,414,7,520.90137
3155868,26687,1260,2043,1551,111,4,1011.41406
775878,2405,165,146,1820,145,8,2329.2961
209343,163,23,13,468,77,4,1510.0193
5381670,19887,1984,1748,1242,125,4,2731.9858
20997,24,5,2,1762,0,4,2495.2812
108099,1270,24,170,759,862,5,1205.9841
56354,37,6,1,610,94,4,791.6358
94021,175,17,1,1412,77,5,2095.1409
5323,2,0,0,561,203,6,2010.1405
45172,180,50,46,1382,1143,4,1801.7666
16333,28,1,0,1048,838,2,1809.5431
58381,417,44,25,1730,0,7,1929.5753
1193825,934,271,62,757,309,2,1610.163
2573,13,0,1,1993,211,7,1866.7806
873841,3844,447,254,2067,1429,8,425.25412
1097609,4070,291,117,968,271,7,1015.075
477616,809,108,153,316,181,4,2365.5332
115346,290,16,6,92,541,4,460.51324
351864,67,44,6,247,149,4,2321.8647
689727,544,262,47,1420,0,5,2794.809
221220,695,39,60,1663,1116,4,3850.416
161463,663,20,109,1784,213,1,1880.0441
1935,43,0,4,1895,190,7,1656.1033
66008,1485,30,84,1847,189,4,2418.2517
8285709,22877,7626,6727,655,703,2,2098.1006
150252,228,13,15,93,232,4,2542.463
166265,1009,37,294,1443,211,4,1235.4366
264724,2867,61,368,1493,372,4,2493.7532
3068,0,0,0,995,51,4,2766.219
33758,439,31,32,1049,104,4,1888.6417
5391,33,0,0,985,122,7,1415.2665
1180531,19787,529,2097,1875,1657,8,2490.442
843386,3687,58,676,984,71,5,1649.089
166116,228,72,188,33,591,4,1280.5754
4566,32,3,11,234,279,6,2442.9424
22970,32,3,0,1588,277,7,2475.1416
205546,342,46,18,148,901,7,2350.139
2463930,15763,1422,1295,1699,360,4,2585.4126
1284392,3714,232,163,2021,287,7,2526.1785
139343,303,20,26,1287,435,8,1872.0038
68412201,149144,25922,2777,1426,181,5,2216.0652
213,1,0,0,1251,163,3,2634.76
88816,465,23,65,831,272,7,1775.9193
8000,108,0,9,1839,261,4,1389.7748
1097981,7993,366,198,1563,380,4,757.23694
42897,209,14,9,1829,185,5,21.498491
609547,218,77,14,590,268,4,2362.3037
80648,6,0,0,1951,296,4,2193.1333
20000,433,5,106,1920,181,7,1743.498
42820,818,4,95,1641,657,4,757.39746
447361,1671,51,100,546,247,7,1854.7294
194037,1272,25,609,1806,233,5,2370.9365
384265,804,188,42,1003,95,2,2134.6353
71516,209,47,63,1282,963,4,2097.3738
152027,1706,12,100,1587,196,7,1433.674
39096,60,8,5,1838,195,4,21.498491
6846,6,0,0,1833,332,4,2091.8042
331,3,0,0,1804,31,4,21.498491
39865,169,18,25,1501,0,7,2574.5496
13386,47,6,0,1350,128,1,1256.1721
1226774,1546,177,402,1292,0,5,1848.6726
4144,16,7,6,2006,194,4,2022.1464
471629,1690,22,165,876,192,7,21.498491
20460,40,4,4,696,199,4,1689.3363
70113,167,6,32,86,187,3,21.498491
106247,190,25,7,982,2375,4,2608.2087
4946117,33351,1696,6945,1514,280,4,907.16296
1115764,10146,438,2209,1874,646,4,2373.0557
981,24,1,9,901,16,4,1162.0154
136687,1150,29,511,425,870,7,2708.514
142,4,0,0,813,21,7,1329.1422
87770,481,14,57,1824,378,5,2142.5771
89759,4687,253,397,1458,204,4,2623.2754
1093932,1851,442,229,1871,695,4,2131.3008
1718988,9396,269,735,509,239,7,2556.8416
75784,465,37,842,1179,3449,3,899.25586
138829,1360,33,101,1463,387,6,1165.5796
220177,142,41,52,582,2326,4,1434.7323
1559456,1177,181,62,1813,151,5,2127.9136
200316,979,166,30,464,263,6,2646.1072
506196,855,15,106,1044,287,7,2126.798
82809,405,19,249,1896,782,4,2540.036
258491,460,63,29,1177,2790,4,2961.2964
223947,895,26,382,188,3014,4,2665.0693
136,0,0,0,1045,234,4,1860.5797
1869,55,2,8,908,2219,4,21.498491
8491,23,13,34,2088,314,4,2171.53
2148980,6367,457,172,398,484,4,1458.2614
803314,13449,819,749,1678,155,3,2339.8823
350145,156,46,7,484,234,4,388.89563
264871,1234,78,351,1949,61,4,1823.147
3678,2,8,9,538,97,4,1099.4185
161399,139,70,8,1234,0,5,1613.2737
29406,842,274,186,1818,170,6,1486.0482
419858,774,60,29,1860,620,4,2381.8694
51618,70,17,7,1721,127,6,1627.889
288315,580,40,123,1187,1072,1,2103.7217
2773,8,0,0,148,89,7,1949.5454
434207,843,58,21,928,407,4,1694.5126
505273,2384,233,137,1485,231,4,1321.6517
5703,13,12,46,2092,275,4,2716.5378
188206,182,86,14,2024,800,4,707.57605
12242,14,3,0,1896,183,4,2617.3894
1143569,6067,1719,768,1917,50,7,1452.3258
137036,2442,47,302,1811,191,7,21.498491
6685,23,0,0,985,201,7,21.498491
287381,247,110,40,820,2156,4,2606.9084
124875,464,15,41,1561,93,2,2790.7527
105199,543,16,249,971,425,4,2099.3838
203763,987,33,53,1626,126,4,1325.1573
21920,95,0,36,178,784,4,2426.8127
289,8,0,0,1023,285,7,2530.7576
26182,163,15,56,554,151,1,21.498491
1179766,1428,534,123,1762,1208,5,3013.4502
26507,86,2,7,1026,675,7,42.206352
1681964,5619,1364,2236,1571,272,6,2263.0698
5071100,53880,2557,2374,1173,645,2,723.49786
74491,227,10,24,1819,601,4,2117.2327
3984833,13202,704,637,1195,207,4,2632.8884
32741,89,13,3,1328,308,1,1808.5825
245744,1234,109,76,1455,1339,7,1341.8939
13529,50,0,0,2039,364,7,1296.2926
88362,155,40,6,784,1078,4,2297.9006
978585,9655,238,5700,1849,170,4,1677.0388
656605,5872,109,386,1675,1072,2,178.07028
112090,145,24,11,605,3022,7,2585.1448
391873,1473,182,92,291,1908,3,1124.1063
105276,405,115,70,1905,123,4,2203.5886
403628,141,68,7,1871,178,8,2351.196
3589366,2233,985,259,1769,619,4,1602.9777
268081,342,34,8,674,253,4,553.5895
129716,102,27,20,1862,278,4,2411.3452
59543,33,23,0,515,103,6,1360.9327
54532,59,17,22,1886,184,4,864.71747
24127,116,9,2,1455,3482,6,2037.8772
754728,4144,394,982,1904,0,8,2663.588
1064392,2331,308,278,1293,2791,7,2624.0183
73096,97,8,4,1434,0,4,1237.2396
267620,608,38,28,644,911,4,2313.4456
588578,13374,252,1197,1737,573,4,2635.9993
317015,963,51,22,1741,144,7,1903.0984
1639569,1611,472,427,936,246,7,2122.8777
33264,130,7,14,795,590,7,2616.9731
538247,7461,1321,1937,1510,1291,4,268.9857
335347,380,68,29,1466,0,4,1390.505
356059,389,48,36,915,113,4,21.498491
41371,269,9,12,1627,2579,3,21.498491
37,0,0,0,1706,229,8,2530.7288
2047,1,1,1,261,31,4,2523.452
8038,24,0,0,1480,117,4,98.69338
406124,480,60,228,1770,348,5,860.3925
109372,971,22,75,974,262,4,2304.9678
82334,290,10,15,89,500,4,21.498491
339060,369,46,9,1902,342,4,2580.1987
602967,1399,331,142,991,574,4,2660.0354
27452,37,3,9,655,756,4,2161.5823
14522,58,2,10,1301,113,4,2317.1687
489,8,0,0,1775,62,6,1629.6844
137051,600,23,13,1864,132,5,1290.3792
1045868,2789,61,236,390,292,7,2483.988
95416,465,31,48,1572,323,7,2224.0986
10094533,32089,4032,2881,1674,195,4,1494.867
467812,1498,142,586,1534,541,4,2642.6519
349635,1347,92,90,1480,221,4,1118.1173
72751,451,19,82,1842,268,7,1894.6376
7281466,9467,6632,672,2015,3356,5,2275.1848
116750,1552,19,96,1213,691,3,2174.1863
309103,320,98,68,921,2599,4,1302.7616
1052835,8048,344,935,1335,3044,4,2506.7034
5268286,1240,1195,121,1737,103,4,872.21014
18168,161,6,78,1911,220,4,2390.6516
458059,604,188,59,1629,2811,4,1240.1542
111373,661,13,119,235,234,3,1407.2867
3533116,8469,1176,509,1860,515,4,2128.2227
71081,74,26,4,941,2696,4,2404.787
44237,173,1,0,1793,26,4,778.36096
137599,67,34,14,1957,114,4,1031.3567
658226,465,185,25,1719,437,4,772.2657
543526,6789,72,273,1824,395,4,1041.5448
1015940,24238,231,2376,1126,375,2,1793.2194
3980,5,0,0,454,278,7,2175.185
89188,136,19,42,1881,233,4,2131.6685
680483,233,165,15,1532,161,4,920.3714
5270,9,1,0,680,289,7,1575.266
1354747,7160,233,356,1864,307,7,2697.5928
524,0,0,0,794,616,4,2624.2275
312221,3144,330,364,1083,70,4,706.30444
161611,722,94,90,1857,452,4,1721.9187
1111703,10542,348,1841,1920,559,2,2609.816
26736,165,14,218,668,272,4,31.274626
172693,352,28,247,1876,282,5,2236.3755
157153,582,16,13,386,459,4,2969.8704
658054,3223,57,190,1532,208,7,2766.1904
94656,152,21,6,413,293,7,727.39795
486015,3684,116,1345,1717,1401,5,2509.504
134,2,0,0,1407,124,4,1352.6519
15054,53,4,3,1834,499,7,1422.3292
378198,1109,97,201,1150,1404,4,220.07144
106951,3932,41,455,1828,2012,6,1226.0314
412774,609,35,303,11,173,4,491.43576
97263,135,13,16,446,328,4,2196.424
4273,11,0,1,902,36,5,2357.6304
382495,1466,81,582,1516,207,4,1690.2687
2322081,9145,562,355,1246,247,7,2451.224
346133,861,110,226,703,604,2,1905.258
4414,52,6,19,758,54,4,1223.2811
171949,1313,13,51,1973,321,7,1271.9419
551847,10319,345,422,1896,374,7,1750.6423
66702,326,15,10,1667,1961,3,1959.7417
310877,590,109,82,1036,196,4,2474.2092
525628,1170,89,45,1892,110,4,2086.178
330925,394,127,53,1328,2654,4,1407.3315
116171,648,7,45,1522,357,7,1741.5614
807039,1363,464,100,2086,0,5,757.6242
240,0,0,0,1994,30,4,2040.7401
1974,21,0,12,293,104,4,2658.12
342289,172,35,474,16,230,4,2543.9841
644,5,0,0,1674,205,7,21.498491
161813,1134,51,97,1812,1384,3,1731.2225
115126,94,35,12,475,0,5,2096.4653
33132,183,5,9,1611,2497,3,1445.4265
40895,23,4,3,322,209,7,2633.8347
166887,386,82,45,596,1201,5,2252.1577
98504,173,5,11,1696,361,4,2705.86
312297,1261,225,328,1749,99,2,1744.7201
8721,210,7,12,1820,1303,7,1479.875
1554,1,0,0,1653,249,7,1206.334
543260,2613,494,2649,1643,701,4,1622.7832
2216150,1871,444,117,582,304,4,2020.3209
10431,18,4,0,332,167,7,1350.2203
1323868,10757,389,2873,591,0,7,2477.4177
